,val_loss,val_acc,loss,acc
0,1.836518049240112,0.4140625,1.9107397079467772,0.3125
1,1.517817378044128,0.5390625,1.7240314245224,0.47500000000000003
2,1.3671342730522151,0.53125,1.4723315954208371,0.559375
3,1.158354520797729,0.5234375,1.286798286437988,0.5875
4,1.07187682390213,0.6484375,1.158106207847595,0.65
5,0.915046632289886,0.6640625,1.042533159255981,0.646875
6,0.792807221412658,0.671875,0.9158253312110901,0.6625
7,0.7833828628063201,0.7187500000000001,0.8371628165245051,0.675
8,0.740403354167938,0.7265625,0.8078937172889711,0.709375
9,0.695020794868469,0.8203125,0.782958090305328,0.728125
10,0.606999278068542,0.8437500000000001,0.750425732135772,0.771875
11,0.6421464681625361,0.8125,0.715427911281585,0.8156249999999999
12,0.595179587602615,0.8203125,0.683092069625854,0.809375
13,0.6053382456302641,0.7890625,0.6625534296035761,0.8562500000000001
14,0.585145890712738,0.8359375,0.6827862620353691,0.803125
15,0.6159572899341581,0.8671875,0.596631759405136,0.8218749999999999
16,0.563363820314407,0.8828125,0.6020781040191651,0.859375
17,0.555372923612594,0.890625,0.69799507856369,0.8468749999999999
18,0.542400687932968,0.8984375,0.594460380077362,0.871875
19,0.497464522719383,0.8984375,0.525712978839874,0.89375
