,val_loss,val_acc,loss,acc
0,1.8188921809196472,0.5390625,1.904086709022522,0.428125
1,1.20719563961029,0.5234375,1.57938687801361,0.55625
2,1.039075314998626,0.5625,1.158206033706665,0.5437500000000001
3,0.9286570847034451,0.5859375,1.034384560585022,0.5437500000000001
4,0.9166453182697291,0.609375,0.9758464694023131,0.5656249999999999
5,0.906623661518096,0.625,0.8998988032341001,0.6312500000000001
6,0.8396867513656611,0.796875,0.857545924186706,0.684375
7,0.8345127105712891,0.7578125,0.7764510035514831,0.7906249999999999
8,0.791480362415313,0.8046875,0.899406278133392,0.75
9,0.6836648881435391,0.8046875,0.729887592792511,0.778125
10,0.6649688780307771,0.7812500000000001,0.6797488212585451,0.8187500000000001
11,0.620706796646118,0.8359375,0.6555943846702571,0.8156249999999999
12,0.644296258687973,0.8515625,0.633559918403625,0.8437500000000001
13,0.543324023485183,0.8984375,0.588396817445755,0.8250000000000001
14,0.608166188001632,0.8671875,0.5364361524581901,0.9093749999999999
15,0.508219957351684,0.890625,0.5730639994144441,0.8843749999999999
16,0.7029568552970881,0.8828125,0.53036760687828,0.8625
17,0.714096248149871,0.828125,0.8784395813941951,0.7625000000000001
18,0.6627216041088101,0.8515625,0.726114189624786,0.828125
19,0.7321252226829521,0.859375,0.722251725196838,0.8375
