,val_loss,val_acc,loss,acc
0,1.450135648250579,0.5078125,2.061446080605189,0.16276041666666602
1,0.985871046781539,0.7057291666666661,1.323661108811696,0.520833333333333
2,0.8147601187229151,0.75,0.984303027391433,0.692708333333333
3,0.695780863364537,0.7916666666666661,0.839905813336372,0.7330729166666661
4,0.6550968786080671,0.796875,0.697873557607332,0.77734375
5,0.605781922737757,0.786458333333333,0.642760391036669,0.7916666666666661
6,0.539311056335767,0.8203125,0.5431717957059541,0.80859375
7,0.509045044581095,0.833333333333333,0.47540785868962604,0.841145833333333
8,0.500737731655438,0.833333333333333,0.42402955641349105,0.8463541666666661
9,0.47942999005317605,0.8463541666666661,0.39682262142499203,0.868489583333333
10,0.472973346710205,0.8307291666666661,0.35161552329858103,0.8658854166666661
11,0.48805476228396105,0.841145833333333,0.299604326486587,0.9062500000000001
12,0.493224094311396,0.856770833333333,0.29824839035669903,0.91015625
13,0.49237602452437,0.8359375,0.255672138184309,0.9088541666666661
14,0.5158303529024121,0.8541666666666661,0.229402467608451,0.927083333333333
15,0.5049409468968711,0.8359375,0.21557510147492,0.9322916666666661
16,0.46726677318414006,0.8515625,0.19389121731122302,0.938802083333333
17,0.45417891939481103,0.8671875,0.19292224446932402,0.938802083333333
18,0.49741011857986406,0.8671875,0.145012165109316,0.9557291666666661
19,0.513989249865214,0.864583333333333,0.14210135862231202,0.953125
20,0.522487998008728,0.864583333333333,0.140543079003691,0.953125
21,0.49426666895548504,0.872395833333333,0.134111147994796,0.950520833333333
22,0.5110400865475331,0.8697916666666661,0.10138038856287701,0.9752604166666661
23,0.545867197215557,0.872395833333333,0.130628606614967,0.9557291666666661
24,0.518724262714386,0.8515625,0.092574825820823,0.97265625
25,0.559722612301508,0.875,0.108683137844006,0.962239583333333
26,0.573284993569056,0.864583333333333,0.10086269676685301,0.96484375
27,0.67922031879425,0.848958333333333,0.079082060294846,0.981770833333333
28,0.656400635838508,0.8541666666666661,0.06984478980302801,0.9830729166666661
29,0.7235929220914841,0.8619791666666661,0.069179349889357,0.981770833333333
30,0.695534735918045,0.8515625,0.07762025234599901,0.98046875
